Provider_NPI,prescription_claim_count,total_billed_amount,average_billed_amount,total_paid_amount,average_paid_amount,average_days_supply,average_quantity_dispensed,average_processing_latency,average_retry_count,denial_rate,SLA_breach_rate
1770277499.0,1,181.08,181.08,163.68,163.68,30.0,25.0,0.0,0.0,0.0,0.0
1771244934.0,1,381.65,381.65,262.5,262.5,30.0,37.0,1.0,0.0,0.0,0.0
1771669828.0,1,8.63,8.63,7.01,7.01,30.0,26.0,4.0,1.0,0.0,1.0
1772649150.0,1,700.21,700.21,460.81,460.81,30.0,32.0,3.0,0.0,0.0,1.0
1772891562.0,1,828.63,828.63,643.02,643.02,30.0,35.0,2.0,0.0,0.0,0.0
1772990639.0,1,503.86,503.86,403.82,403.82,30.0,25.0,4.0,1.0,0.0,1.0
1773047001.0,1,614.07,614.07,443.4,443.4,30.0,35.0,4.0,0.0,0.0,1.0
1773254593.0,1,608.15,608.15,440.52,440.52,30.0,32.0,4.0,0.0,0.0,1.0
1773352304.0,1,1098.98,1098.98,1014.14,1014.14,90.0,72.0,0.0,2.0,1.0,0.0
1773904570.0,1,399.95,399.95,346.3,346.3,60.0,64.0,0.0,0.0,0.0,0.0
1774555289.0,1,909.75,909.75,678.48,678.48,30.0,38.0,3.0,2.0,0.0,1.0
1775267049.0,1,532.12,532.12,486.4,486.4,30.0,26.0,0.0,0.0,1.0,0.0
1775292633.0,1,905.4,905.4,752.75,752.75,30.0,40.0,4.0,0.0,0.0,1.0
1775606052.0,1,261.7,261.7,161.14,161.14,30.0,27.0,1.0,0.0,0.0,0.0
1775902898.0,1,41.72,41.72,38.94,38.94,30.0,44.0,1.0,0.0,0.0,0.0
1776127562.0,1,123.7,123.7,101.58,101.58,30.0,35.0,1.0,1.0,0.0,0.0
1776382727.0,1,587.67,587.67,420.42,420.42,30.0,31.0,2.0,0.0,0.0,0.0
1776418550.0,1,226.13,226.13,207.87,207.87,90.0,75.0,1.0,0.0,0.0,0.0
1776991409.0,1,1327.24,1327.24,1027.72,1027.72,60.0,74.0,1.0,0.0,1.0,0.0
1777266946.0,1,92.83,92.83,84.41,84.41,30.0,31.0,2.0,0.0,0.0,0.0
1778417515.0,1,536.91,536.91,428.35,428.35,30.0,28.0,1.0,0.0,0.0,0.0
1778487893.0,1,1811.12,1811.12,1559.79,1559.79,90.0,109.0,2.0,0.0,0.0,0.0
1778543564.0,1,474.08,474.08,439.93,439.93,90.0,125.0,2.0,3.0,1.0,0.0
1778652699.0,1,887.29,887.29,758.09,758.09,60.0,49.0,0.0,1.0,0.0,0.0
1778687151.0,1,2072.65,2072.65,1249.32,1249.32,60.0,90.0,0.0,1.0,0.0,0.0
1778994088.0,1,724.55,724.55,577.23,577.23,30.0,44.0,1.0,0.0,1.0,0.0
1778994093.0,1,602.1,602.1,443.95,443.95,30.0,39.0,4.0,0.0,0.0,1.0
1779049364.0,1,806.58,806.58,1104.79,1104.79,30.0,42.0,4.0,2.0,0.0,1.0
1779383795.0,1,227.48,227.48,150.73,150.73,30.0,36.0,3.0,0.0,0.0,1.0
1780027025.0,1,707.38,707.38,592.18,592.18,60.0,53.0,2.0,0.0,0.0,0.0
1780189504.0,1,168.27,168.27,149.12,149.12,30.0,30.0,2.0,2.0,0.0,0.0
1780759900.0,1,312.45,312.45,230.26,230.26,30.0,44.0,4.0,0.0,0.0,1.0
1781201371.0,1,485.96,485.96,315.52,315.52,30.0,32.0,3.0,0.0,0.0,1.0
1781447005.0,1,243.59,243.59,196.25,196.25,30.0,31.0,1.0,0.0,0.0,0.0
1781639539.0,1,829.8,829.8,741.87,741.87,30.0,43.0,4.0,0.0,0.0,1.0
1781853319.0,1,354.25,354.25,214.29,214.29,30.0,32.0,1.0,0.0,0.0,0.0
1782007317.0,1,515.62,515.62,351.97,351.97,30.0,29.0,0.0,0.0,1.0,0.0
1782252720.0,1,1349.0,1349.0,1136.47,1136.47,60.0,70.0,1.0,0.0,0.0,0.0
1783020773.0,1,789.74,789.74,697.96,697.96,30.0,36.0,3.0,0.0,0.0,1.0
1783258999.0,1,55.74,55.74,44.75,44.75,90.0,83.0,2.0,2.0,0.0,0.0
1783756790.0,1,818.72,818.72,653.13,653.13,60.0,82.0,2.0,2.0,0.0,0.0
1783857892.0,1,548.79,548.79,493.66,493.66,60.0,60.0,3.0,0.0,0.0,1.0
1783986076.0,1,492.23,492.23,447.14,447.14,30.0,30.0,1.0,2.0,0.0,0.0
1784389917.0,1,499.41,499.41,419.26,419.26,30.0,44.0,3.0,3.0,0.0,1.0
1784659052.0,1,520.47,520.47,379.75,379.75,30.0,35.0,4.0,0.0,0.0,1.0
1784861045.0,1,340.47,340.47,207.77,207.77,30.0,27.0,1.0,2.0,1.0,0.0
1785201838.0,1,206.68,206.68,140.75,140.75,30.0,32.0,4.0,0.0,0.0,1.0
1785279217.0,1,509.59,509.59,480.32,480.32,30.0,43.0,2.0,0.0,0.0,0.0
1785481085.0,1,262.68,262.68,180.29,180.29,30.0,32.0,2.0,0.0,1.0,0.0
1785517224.0,1,41.23,41.23,28.13,28.13,30.0,28.0,0.0,3.0,1.0,0.0
1785800583.0,1,399.33,399.33,265.6,265.6,30.0,30.0,4.0,3.0,0.0,1.0
1786058104.0,1,1560.19,1560.19,1443.19,1443.19,60.0,66.0,3.0,0.0,1.0,1.0
1786060367.0,1,562.11,562.11,488.42,488.42,90.0,99.0,3.0,3.0,0.0,1.0
1786075221.0,1,28.17,28.17,18.41,18.41,30.0,44.0,4.0,0.0,0.0,1.0
1786471075.0,1,170.58,170.58,134.74,134.74,60.0,82.0,0.0,3.0,0.0,0.0
1786898220.0,1,166.24,166.24,125.09,125.09,60.0,65.0,1.0,1.0,0.0,0.0
1787055563.0,1,108.57,108.57,77.91,77.91,30.0,37.0,0.0,0.0,0.0,0.0
1787137051.0,1,275.83,275.83,169.48,169.48,30.0,37.0,4.0,0.0,0.0,1.0
1787233815.0,1,257151.103687372,257151.103687372,2122.63,2122.63,90.0,101.0,4.0,2.0,1.0,1.0
1788506343.0,1,84.99,84.99,77.57,77.57,30.0,31.0,4.0,0.0,0.0,1.0
1789019354.0,1,1059.58,1059.58,809.97,809.97,60.0,52.0,2.0,3.0,0.0,0.0
1789164001.0,1,307.97,307.97,253.15,253.15,30.0,40.0,0.0,0.0,0.0,0.0
1790584436.0,1,105.74,105.74,87.42,87.42,30.0,31.0,3.0,1.0,0.0,1.0
1790851675.0,1,517.94,517.94,322.39,322.39,30.0,36.0,3.0,3.0,0.0,1.0
1790921429.0,1,924.64,924.64,643.49,643.49,30.0,38.0,2.0,0.0,1.0,0.0
1790943507.0,1,1232.99,1232.99,1040.59,1040.59,60.0,84.0,2.0,2.0,0.0,0.0
1791096756.0,1,1548.39,1548.39,1357.95,1357.95,60.0,74.0,2.0,0.0,0.0,0.0
1791495421.0,1,1003.23,1003.23,737.72,737.72,30.0,42.0,1.0,0.0,0.0,0.0
1792918329.0,1,805.61,805.61,712.64,712.64,30.0,35.0,1.0,0.0,1.0,0.0
1793043147.0,1,1645.16,1645.16,1527.37,1527.37,90.0,131.0,3.0,1.0,1.0,1.0
1793710276.0,1,237.79,237.79,183.44,183.44,90.0,125.0,3.0,0.0,0.0,1.0
1793852636.0,1,22.81,22.81,18.46,18.46,30.0,26.0,2.0,3.0,0.0,0.0
1793894873.0,1,280.84,280.84,253.33,253.33,90.0,80.0,4.0,0.0,0.0,1.0
1793986798.0,1,329.78,329.78,238.35,238.35,30.0,27.0,2.0,2.0,1.0,0.0
1794017755.0,1,905.25,905.25,611.02,611.02,30.0,39.0,4.0,0.0,0.0,1.0
1794307197.0,1,801.57,801.57,515.87,515.87,30.0,40.0,1.0,2.0,0.0,0.0
1794322091.0,1,2107.94,2107.94,1309.41,1309.41,60.0,90.0,3.0,3.0,0.0,1.0
1794548709.0,1,69.77,69.77,64.66,64.66,30.0,31.0,3.0,0.0,0.0,1.0
1794760707.0,1,408.54,408.54,265.09,265.09,30.0,44.0,1.0,3.0,1.0,0.0
1794885339.0,1,949.52,949.52,650.51,650.51,30.0,41.0,0.0,0.0,0.0,0.0
1795415947.0,1,251.1,251.1,191.66,191.66,30.0,41.0,1.0,2.0,0.0,0.0
1795556857.0,1,827.58,827.58,754.42,754.42,90.0,87.0,0.0,0.0,0.0,0.0
1795857783.0,1,567.6,567.6,473.8,473.8,30.0,40.0,4.0,1.0,0.0,1.0
1796871848.0,1,677.45,677.45,497.99,497.99,90.0,78.0,2.0,1.0,0.0,0.0
1797016944.0,1,89.34,89.34,55.53,55.53,30.0,37.0,3.0,3.0,0.0,1.0
1797067242.0,1,930.0,930.0,652.51,652.51,60.0,81.0,4.0,2.0,0.0,1.0
1797193162.0,1,732.08,732.08,673.63,673.63,60.0,68.0,0.0,0.0,0.0,0.0
1797275027.0,1,89.02,89.02,76.29,76.29,30.0,36.0,0.0,1.0,0.0,0.0
1799426313.0,1,148.34,148.34,119.7,119.7,30.0,27.0,4.0,3.0,0.0,1.0
1799753356.0,1,445.76,445.76,295.39,295.39,60.0,54.0,0.0,0.0,0.0,0.0
1800157876.0,1,593.67,593.67,492.57,492.57,60.0,49.0,4.0,2.0,1.0,1.0
1800702184.0,1,676.38,676.38,426.42,426.42,30.0,33.0,0.0,0.0,0.0,0.0
1800865627.0,1,1304.69,1304.69,1091.74,1091.74,90.0,82.0,4.0,2.0,0.0,1.0
1801553302.0,1,591.56,591.56,455.77,455.77,30.0,44.0,0.0,0.0,0.0,0.0
1801853979.0,1,640.99,640.99,447.31,447.31,30.0,41.0,2.0,0.0,0.0,0.0
1802185507.0,1,1356.93,1356.93,1204.82,1204.82,60.0,82.0,4.0,2.0,1.0,1.0
1802748919.0,1,2687.87,2687.87,2492.22,2492.22,90.0,135.0,0.0,0.0,0.0,0.0
1804228546.0,1,386.53,386.53,327.2,327.2,60.0,82.0,3.0,2.0,0.0,1.0
1804831922.0,1,57.67,57.67,37.57,37.57,90.0,126.0,3.0,2.0,0.0,1.0
1804872298.0,1,400.69,400.69,368.77,368.77,30.0,36.0,0.0,0.0,0.0,0.0
1804897040.0,1,446.2,446.2,378.56,378.56,30.0,24.0,3.0,0.0,1.0,1.0
1804935888.0,1,142.39,142.39,132.42,132.42,30.0,41.0,,0.0,0.0,0.0
1805384600.0,1,597.32,597.32,368.44,368.44,60.0,51.0,3.0,0.0,0.0,1.0
1805391323.0,1,1948.49,1948.49,1347.36,1347.36,90.0,116.0,2.0,0.0,0.0,0.0
1805599498.0,1,810.0,810.0,488.32,488.32,90.0,109.0,2.0,0.0,0.0,0.0
1805745494.0,1,315.32,315.32,192.17,192.17,30.0,26.0,2.0,1.0,0.0,0.0
1806205380.0,1,64.88,64.88,46.79,46.79,90.0,73.0,0.0,0.0,0.0,0.0
1806280379.0,1,17.87,17.87,13.41,13.41,30.0,28.0,4.0,0.0,0.0,1.0
1806449792.0,1,748.36,748.36,558.95,558.95,90.0,95.0,4.0,0.0,0.0,1.0
1806662655.0,1,270.72,270.72,234.89,234.89,30.0,39.0,4.0,2.0,0.0,1.0
1806838143.0,1,776.28,776.28,648.28,648.28,30.0,36.0,1.0,0.0,0.0,0.0
1806985428.0,1,446.62,446.62,404.14,404.14,30.0,33.0,0.0,0.0,0.0,0.0
1807444345.0,1,132.05,132.05,121.02,121.02,30.0,31.0,3.0,0.0,1.0,1.0
1807759808.0,1,185.43,185.43,151.45,151.45,30.0,26.0,2.0,0.0,0.0,0.0
1807827526.0,1,277.2,277.2,210.77,210.77,30.0,26.0,2.0,0.0,0.0,0.0
1808662767.0,1,309.05,309.05,256.62,256.62,30.0,40.0,2.0,1.0,0.0,0.0
1808737838.0,1,344.5,344.5,293.41,293.41,90.0,80.0,1.0,2.0,0.0,0.0
1808984662.0,1,2684.41,2684.41,1835.11,1835.11,90.0,133.0,3.0,1.0,0.0,1.0
1809115526.0,1,539.02,539.02,402.58,402.58,30.0,25.0,4.0,0.0,0.0,1.0
1809763077.0,1,218.15,218.15,177.74,177.74,30.0,28.0,2.0,0.0,0.0,0.0
1809864944.0,1,448.21,448.21,421.15,421.15,30.0,38.0,3.0,0.0,0.0,1.0
1809917537.0,1,568.14,568.14,539.59,539.59,90.0,76.0,3.0,0.0,0.0,1.0
1810230089.0,1,2001.91,2001.91,1523.28,1523.28,90.0,99.0,1.0,0.0,1.0,0.0
1810415260.0,1,845.14,845.14,580.29,580.29,30.0,38.0,1.0,3.0,0.0,0.0
1810479223.0,1,26179.4210202993,26179.4210202993,239.03,239.03,60.0,65.0,0.0,0.0,0.0,0.0
1810717981.0,1,742.78,742.78,510.41,510.41,60.0,74.0,4.0,1.0,1.0,1.0
1811340546.0,1,774.83,774.83,580.24,580.24,30.0,38.0,1.0,3.0,0.0,0.0
1811917823.0,1,804.78,804.78,510.0,510.0,60.0,72.0,0.0,1.0,0.0,0.0
1811938636.0,1,1514.62,1514.62,1043.97,1043.97,90.0,100.0,4.0,0.0,0.0,1.0
1811969787.0,1,253.24,253.24,231.02,231.02,60.0,61.0,3.0,0.0,0.0,1.0
1812151855.0,1,653.11,653.11,547.6,547.6,30.0,27.0,1.0,0.0,1.0,0.0
1812184037.0,1,452.0,452.0,402.72,402.72,60.0,52.0,4.0,3.0,0.0,1.0
1812353938.0,1,566.43,566.43,349.07,349.07,30.0,28.0,3.0,0.0,0.0,1.0
1812862829.0,1,848.19,848.19,718.02,718.02,60.0,85.0,4.0,2.0,0.0,1.0
1812917945.0,1,390.1,390.1,304.04,304.04,30.0,26.0,0.0,3.0,0.0,0.0
1813147825.0,1,752.44,752.44,528.59,528.59,30.0,40.0,1.0,0.0,1.0,0.0
1813375333.0,1,2272.39,2272.39,1966.63,1966.63,90.0,119.0,2.0,0.0,0.0,0.0
1813953174.0,1,767.31,767.31,585.53,585.53,30.0,35.0,3.0,0.0,0.0,1.0
1814054811.0,1,820.81,820.81,728.22,728.22,30.0,39.0,0.0,0.0,0.0,0.0
1814930817.0,1,24.68,24.68,21.81,21.81,60.0,65.0,2.0,0.0,0.0,0.0
1814991069.0,1,627.03,627.03,421.7,421.7,30.0,28.0,3.0,3.0,0.0,1.0
1815912030.0,2,1194.96,597.48,864.4,432.2,30.0,34.0,0.0,2.0,0.0,0.0
1816264140.0,1,213.82,213.82,137.59,137.59,30.0,37.0,3.0,0.0,0.0,1.0
1816782189.0,1,1235.5,1235.5,942.75,942.75,60.0,53.0,2.0,1.0,0.0,0.0
1817699460.0,1,243.05,243.05,204.74,204.74,30.0,43.0,0.0,0.0,0.0,0.0
1818235823.0,1,906.06,906.06,715.11,715.11,90.0,86.0,0.0,0.0,0.0,0.0
1818269896.0,1,1219.88,1219.88,909.88,909.88,60.0,54.0,1.0,0.0,0.0,0.0
1818625088.0,1,616.75,616.75,433.7,433.7,30.0,33.0,2.0,0.0,1.0,0.0
1819506621.0,1,251.21,251.21,222.91,222.91,30.0,33.0,0.0,1.0,0.0,0.0
1819865490.0,1,583.77,583.77,358.09,358.09,30.0,27.0,0.0,0.0,0.0,0.0
1820010272.0,1,523.56,523.56,459.7,459.7,30.0,28.0,0.0,0.0,1.0,0.0
1820115476.0,1,277.5,277.5,686.01,686.01,30.0,37.0,4.0,0.0,0.0,1.0
1820130093.0,1,529.23,529.23,342.86,342.86,30.0,24.0,1.0,0.0,0.0,0.0
1820972459.0,1,2030.7,2030.7,1609.34,1609.34,90.0,84.0,3.0,0.0,0.0,1.0
1821957738.0,1,702.88,702.88,579.79,579.79,30.0,35.0,2.0,3.0,1.0,0.0
1822256153.0,1,239.64,239.64,174.6,174.6,30.0,34.0,0.0,0.0,0.0,0.0
1823071363.0,1,479.09,479.09,372.8,372.8,60.0,78.0,1.0,0.0,0.0,0.0
1823311153.0,1,638.39,638.39,568.0,568.0,30.0,40.0,3.0,0.0,0.0,1.0
1823908290.0,1,35.69,35.69,29.87,29.87,30.0,37.0,4.0,3.0,0.0,1.0
1824285414.0,1,344.8,344.8,248.0,248.0,30.0,38.0,2.0,0.0,1.0,0.0
1825389676.0,1,1752.81,1752.81,1132.33,1132.33,60.0,82.0,1.0,0.0,0.0,0.0
1825565295.0,1,401.91,401.91,378.45,378.45,30.0,36.0,0.0,0.0,0.0,0.0
1826152760.0,1,215.67,215.67,151.68,151.68,30.0,24.0,0.0,0.0,0.0,0.0
1826971475.0,1,2681.98,2681.98,2321.44,2321.44,90.0,121.0,0.0,0.0,0.0,0.0
1827158807.0,1,536.92,536.92,404.25,404.25,90.0,82.0,0.0,0.0,0.0,0.0
1827173843.0,1,1160.21,1160.21,771.72,771.72,60.0,51.0,3.0,0.0,0.0,1.0
1827410219.0,1,500.59,500.59,374.28,374.28,30.0,29.0,2.0,2.0,0.0,0.0
1827623243.0,1,1121.66,1121.66,1039.14,1039.14,60.0,51.0,0.0,1.0,0.0,0.0
1827919731.0,1,346.72,346.72,271.13,271.13,60.0,68.0,0.0,0.0,0.0,0.0
1828535432.0,1,1554.6,1554.6,1200.28,1200.28,90.0,101.0,1.0,0.0,0.0,0.0
1829090965.0,1,793.13,793.13,600.52,600.52,60.0,88.0,0.0,0.0,0.0,0.0
1829378606.0,1,1389.27,1389.27,872.43,872.43,90.0,108.0,2.0,2.0,0.0,0.0
1830730041.0,1,1498.3,1498.3,1301.28,1301.28,60.0,73.0,4.0,0.0,0.0,1.0
1830778990.0,1,1023.52,1023.52,668.28,668.28,30.0,43.0,3.0,3.0,0.0,1.0
1830866897.0,1,646.81,646.81,444.12,444.12,30.0,31.0,3.0,0.0,0.0,1.0
1830907326.0,1,1199.83,1199.83,1113.82,1113.82,90.0,134.0,1.0,1.0,0.0,0.0
1830913989.0,1,880.12,880.12,544.17,544.17,30.0,36.0,1.0,0.0,1.0,0.0
1831315739.0,1,793.46,793.46,614.0,614.0,60.0,52.0,2.0,0.0,0.0,0.0
1831317029.0,1,611.52,611.52,542.04,542.04,30.0,36.0,1.0,0.0,0.0,0.0
1831397237.0,1,119.19,119.19,85.88,85.88,30.0,37.0,2.0,1.0,0.0,0.0
1831868493.0,1,476.13,476.13,393.08,393.08,60.0,90.0,3.0,0.0,0.0,1.0
1831920714.0,1,641.77,641.77,390.81,390.81,30.0,36.0,1.0,3.0,0.0,0.0
1832289707.0,1,831.19,831.19,713.74,713.74,30.0,39.0,0.0,0.0,0.0,0.0
1832904495.0,1,424.34,424.34,385.21,385.21,30.0,31.0,2.0,3.0,0.0,0.0
1833916557.0,1,319.87,319.87,221.87,221.87,30.0,30.0,0.0,3.0,0.0,0.0
1833975282.0,1,1058.06,1058.06,840.2,840.2,90.0,85.0,3.0,1.0,0.0,1.0
1834091109.0,1,291.3,291.3,247.44,247.44,30.0,26.0,2.0,0.0,1.0,0.0
1834107676.0,1,713.33,713.33,672.39,672.39,60.0,71.0,0.0,0.0,0.0,0.0
1834573290.0,1,345.48,345.48,327.55,327.55,60.0,79.0,0.0,0.0,0.0,0.0
1834777285.0,1,65.51,65.51,46.22,46.22,30.0,25.0,0.0,0.0,1.0,0.0
1835191843.0,1,56.24,56.24,48.93,48.93,30.0,35.0,2.0,3.0,0.0,0.0
1836058886.0,1,675.3,675.3,576.94,576.94,60.0,67.0,0.0,0.0,0.0,0.0
1837285865.0,1,291.81,291.81,209.54,209.54,30.0,32.0,1.0,0.0,0.0,0.0
1837660834.0,1,267.09,267.09,200.29,200.29,60.0,71.0,2.0,0.0,0.0,0.0
1837853160.0,1,228.27,228.27,190.61,190.61,30.0,32.0,0.0,1.0,0.0,0.0
1837958790.0,1,668.13,668.13,516.88,516.88,30.0,40.0,2.0,0.0,0.0,0.0
1838029900.0,1,1114.29,1114.29,966.43,966.43,90.0,82.0,2.0,0.0,0.0,0.0
1838101699.0,1,354.12,354.12,290.35,290.35,60.0,76.0,0.0,0.0,0.0,0.0
1838114329.0,1,271.71,271.71,189.35,189.35,30.0,29.0,4.0,1.0,0.0,1.0
1838881782.0,1,658.63,658.63,527.24,527.24,30.0,32.0,0.0,3.0,0.0,0.0
1838996618.0,1,772.56,772.56,495.92,495.92,30.0,39.0,4.0,1.0,0.0,1.0
1839204557.0,1,569.33,569.33,486.66,486.66,30.0,45.0,2.0,0.0,0.0,0.0
1839206113.0,1,1720.15,1720.15,1318.08,1318.08,90.0,104.0,0.0,0.0,0.0,0.0
1839877790.0,1,1680.67,1680.67,1576.96,1576.96,60.0,81.0,1.0,0.0,0.0,0.0
1839972247.0,1,954.52,954.52,848.39,848.39,30.0,42.0,2.0,0.0,0.0,0.0
1840372373.0,1,484.58,484.58,381.46,381.46,30.0,26.0,1.0,0.0,0.0,0.0
1840443742.0,1,378.1,378.1,244.53,244.53,30.0,32.0,2.0,0.0,0.0,0.0
1840586110.0,1,293.13,293.13,216.51,216.51,30.0,31.0,0.0,0.0,0.0,0.0
1841313790.0,1,724.52,724.52,473.94,473.94,30.0,43.0,2.0,1.0,0.0,0.0
1841339354.0,1,1821.99,1821.99,1255.07,1255.07,60.0,90.0,1.0,0.0,0.0,0.0
1841445901.0,1,537.7,537.7,431.89,431.89,30.0,40.0,2.0,1.0,0.0,0.0
1841457363.0,1,1024.12,1024.12,910.39,910.39,30.0,44.0,2.0,0.0,0.0,0.0
1841516504.0,1,1230.95,1230.95,934.59,934.59,60.0,81.0,1.0,0.0,0.0,0.0
1841785968.0,1,852.26,852.26,551.16,551.16,60.0,85.0,4.0,0.0,0.0,1.0
1841921916.0,1,64.3,64.3,58.62,58.62,30.0,34.0,4.0,0.0,0.0,1.0
1842039958.0,1,504.99,504.99,470.11,470.11,90.0,108.0,1.0,1.0,0.0,0.0
1842328458.0,1,640.7,640.7,604.73,604.73,30.0,29.0,1.0,3.0,0.0,0.0
1842575437.0,1,900.08,900.08,757.63,757.63,30.0,39.0,0.0,0.0,0.0,0.0
1843911066.0,1,1257.09,1257.09,1121.7,1121.7,60.0,60.0,4.0,0.0,0.0,1.0
1844142639.0,1,623.1,623.1,549.82,549.82,30.0,26.0,2.0,0.0,0.0,0.0
1844947669.0,1,2473.21,2473.21,1569.24,1569.24,90.0,125.0,0.0,3.0,0.0,0.0
1845359947.0,1,453.58,453.58,360.1,360.1,30.0,30.0,2.0,0.0,1.0,0.0
1845693945.0,1,196.83,196.83,145.09,145.09,30.0,38.0,4.0,3.0,0.0,1.0
1846989008.0,1,823.8,823.8,559.15,559.15,30.0,44.0,2.0,0.0,0.0,0.0
1847313251.0,1,614.58,614.58,583.78,583.78,30.0,41.0,3.0,0.0,1.0,1.0
1847627537.0,1,418.27,418.27,291.31,291.31,30.0,38.0,1.0,0.0,0.0,0.0
1847730076.0,1,21366.7852583109,21366.7852583109,255.59,255.59,30.0,29.0,2.0,1.0,1.0,0.0
1849211547.0,1,47.89,47.89,38.84,38.84,30.0,30.0,2.0,0.0,1.0,0.0
1850177782.0,1,1396.25,1396.25,1239.73,1239.73,60.0,57.0,0.0,3.0,0.0,0.0
1850788495.0,1,808.94,808.94,666.42,666.42,30.0,38.0,4.0,0.0,0.0,1.0
1850859725.0,1,2257.0,2257.0,1856.14,1856.14,90.0,104.0,0.0,0.0,0.0,0.0
1851015693.0,1,100.53,100.53,61.84,61.84,30.0,42.0,4.0,0.0,0.0,1.0
1851126615.0,1,452.54,452.54,386.34,386.34,30.0,32.0,1.0,0.0,0.0,0.0
1851294742.0,1,49.69,49.69,44.77,44.77,30.0,32.0,2.0,0.0,1.0,0.0
1851704461.0,1,1591.43,1591.43,1343.02,1343.02,60.0,80.0,3.0,0.0,0.0,1.0
1852978129.0,1,260.01,260.01,208.79,208.79,30.0,28.0,0.0,0.0,1.0,0.0
1853256914.0,1,1176.98,1176.98,892.77,892.77,60.0,49.0,2.0,0.0,1.0,0.0
1853719926.0,1,149.02,149.02,141.12,141.12,30.0,30.0,3.0,0.0,0.0,1.0
1854009758.0,1,559.44,559.44,427.5,427.5,60.0,75.0,1.0,0.0,0.0,0.0
1854362492.0,1,1057.51,1057.51,846.6,846.6,60.0,63.0,4.0,0.0,0.0,1.0
1854588630.0,1,934.18,934.18,587.05,587.05,90.0,72.0,1.0,0.0,0.0,0.0
1854797368.0,1,208.47,208.47,142.95,142.95,90.0,105.0,4.0,0.0,0.0,1.0
1856061915.0,1,103.88,103.88,92.32,92.32,60.0,54.0,3.0,1.0,1.0,1.0
1856203176.0,1,306.4,306.4,266.97,266.97,60.0,68.0,3.0,3.0,1.0,1.0
1857306791.0,1,307.45,307.45,245.9,245.9,30.0,38.0,4.0,2.0,0.0,1.0
1857767521.0,1,540.65,540.65,466.94,466.94,90.0,78.0,1.0,1.0,1.0,0.0
1858476768.0,1,635.85,635.85,458.67,458.67,30.0,26.0,0.0,0.0,0.0,0.0
1858766883.0,1,1317.42,1317.42,1001.13,1001.13,90.0,109.0,3.0,3.0,0.0,1.0
1860193460.0,1,1041.03,1041.03,865.34,865.34,60.0,53.0,0.0,0.0,0.0,0.0
1860382204.0,1,591.32,591.32,511.03,511.03,60.0,48.0,0.0,0.0,0.0,0.0
1860605020.0,1,755.69,755.69,664.43,664.43,30.0,41.0,4.0,0.0,0.0,1.0
1862278576.0,1,413.38,413.38,378.48,378.48,30.0,30.0,,0.0,0.0,0.0
1862347988.0,1,192.76,192.76,348.73,348.73,60.0,73.0,2.0,0.0,0.0,0.0
1862397240.0,2,413.42,206.71,333.98,166.99,30.0,24.0,2.0,3.0,0.0,0.0
1862603410.0,1,1247.48,1247.48,892.85,892.85,60.0,59.0,4.0,0.0,0.0,1.0
1863057201.0,1,254.12,254.12,187.08,187.08,30.0,37.0,0.0,0.0,0.0,0.0
1863463925.0,1,163.22,163.22,123.28,123.28,60.0,64.0,3.0,1.0,0.0,1.0
1863820666.0,1,1403.97,1403.97,850.98,850.98,60.0,82.0,0.0,3.0,1.0,0.0
1864086755.0,1,267.26,267.26,216.87,216.87,30.0,43.0,4.0,3.0,0.0,1.0
1864136357.0,1,271.27,271.27,216.34,216.34,30.0,44.0,4.0,0.0,0.0,1.0
1864816274.0,1,194.76,194.76,126.33,126.33,30.0,27.0,2.0,1.0,1.0,0.0
1864975599.0,2,4035.94,2017.97,3466.8,1733.4,90.0,102.0,2.0,2.0,0.0,0.0
1865440149.0,1,2223.12,2223.12,2067.9,2067.9,90.0,94.0,0.0,1.0,0.0,0.0
1866266789.0,1,2016.33,2016.33,1251.91,1251.91,90.0,102.0,4.0,0.0,1.0,1.0
1866364077.0,1,372.42,372.42,247.7,247.7,30.0,41.0,1.0,0.0,0.0,0.0
1866525840.0,2,768.56,384.28,725.4,362.7,30.0,36.0,2.0,0.0,1.0,0.0
1866690194.0,1,1381.27,1381.27,1067.49,1067.49,90.0,84.0,4.0,3.0,1.0,1.0
1867447214.0,1,83.76,83.76,74.59,74.59,30.0,26.0,3.0,0.0,0.0,1.0
1867536255.0,1,1358.35,1358.35,-1070.91,-1070.91,60.0,68.0,3.0,1.0,0.0,1.0
1867582419.0,1,1159.88,1159.88,992.01,992.01,60.0,87.0,2.0,0.0,0.0,0.0
1868703648.0,1,1818.72,1818.72,1153.95,1153.95,60.0,87.0,0.0,3.0,1.0,0.0
1869065859.0,1,895.94,895.94,826.11,826.11,60.0,87.0,0.0,0.0,1.0,0.0
1869480555.0,1,306.42,306.42,265.46,265.46,30.0,25.0,3.0,1.0,0.0,1.0
1869969626.0,1,45.35,45.35,42.21,42.21,60.0,85.0,4.0,1.0,0.0,1.0
1870126887.0,1,952.98,952.98,807.36,807.36,30.0,41.0,0.0,0.0,0.0,0.0
1870248593.0,1,2645.4,2645.4,1802.3,1802.3,90.0,110.0,1.0,1.0,1.0,0.0
1870358833.0,1,17.92,17.92,16.13,16.13,30.0,27.0,2.0,1.0,0.0,0.0
1870571749.0,1,523.63,523.63,333.83,333.83,90.0,103.0,4.0,0.0,0.0,1.0
1870737834.0,1,133.44,133.44,94.81,94.81,30.0,29.0,3.0,0.0,0.0,1.0
