NDC_Code,number_of_prescriptions,drug_name,average_billed_amount,median_billed_amount,average_paid_amount,average_allowed_amount,average_days_supply,average_quantity_dispensed
76712-512-20,1,AUGMENTIN,1496.79,1496.79,963.29,963.29,90.0,99.0
76735-254-44,1,DOXY 100,789.2,789.2,620.11,620.11,30.0,34.0
76776-878-48,1,DURAGESIC,1583.45,1583.45,1322.24,1322.24,90.0,117.0
76866-584-90,1,TARGADOX,200.33,200.33,127.94,127.94,60.0,80.0
76872-826-64,1,SUBSYS,658.74,658.74,453.16,453.16,30.0,41.0
76899-986-12,1,ACETAMIN-CAFF-DIHYDROCODEINE,370.66,370.66,266.54,266.54,30.0,33.0
76909-555-96,1,CIPROFLOXACIN-D5W,794.62,794.62,509.5,509.5,60.0,67.0
76922-245-90,1,CEFAZOLIN SODIUM-DEXTROSE,373.65,373.65,322.68,322.68,30.0,31.0
76953-224-53,1,MONUROL,646.81,646.81,444.12,444.12,30.0,31.0
76962-381-23,1,ZMAX,469.56,469.56,295.47,295.47,90.0,83.0
76974-274-78,1,PERSERIS,1062.53,1062.53,957.59,957.59,90.0,117.0
77019-151-69,1,CEFADROXIL,1912.14,1912.14,1190.89,1190.89,90.0,94.0
77020-262-29,1,ZOSYN,1619.97,1619.97,1212.85,1212.85,60.0,65.0
77026-381-64,1,ERYTHROMYCIN-SULFISOXAZOLE,1834.85,1834.85,1110.57,1110.57,60.0,84.0
77036-101-25,1,CIPRO,253.64,253.64,196.71,196.71,30.0,38.0
77044-237-72,1,HALOPERIDOL LACTATE,502.47,502.47,349.97,349.97,30.0,38.0
77071-345-56,1,MS CONTIN,579.04,579.04,370.36,370.36,30.0,29.0
77087-320-11,1,MONUROL,576.26,576.26,378.07,378.07,30.0,26.0
77110-791-43,1,BIAXIN XL,838.13,838.13,609.59,609.59,30.0,41.0
77112-464-50,1,MINOCIN,2492.05,2492.05,2002.92,2002.92,90.0,118.0
77128-735-97,1,SOLODYN,422.31,422.31,388.24,388.24,30.0,25.0
77191-180-57,1,OXYMORPHONE HCL,876.58,876.58,808.58,808.58,90.0,86.0
77213-326-42,1,MOXATAG,339.83,339.83,216.23,216.23,30.0,28.0
77255-118-85,1,TIGECYCLINE,757.28,757.28,472.31,472.31,30.0,42.0
77281-865-36,1,NALOCET,1235.5,1235.5,942.75,942.75,60.0,53.0
77284-433-81,1,PRIMSOL,105.74,105.74,87.42,87.42,30.0,31.0
77338-152-87,1,LEVAQUIN,402.51,402.51,278.36,278.36,30.0,32.0
77370-742-81,1,ABILIFY ASIMTUFII,1568.0,1568.0,1035.92,1035.92,60.0,75.0
77407-781-21,1,CEFUROXIME,302.71,302.71,188.72,188.72,30.0,28.0
77480-922-46,1,PCE,346.84,346.84,844.22,286.3,30.0,27.0
77506-110-49,1,XERAVA,31.19,31.19,27.17,27.17,30.0,26.0
77572-617-87,1,NEOMYCIN SULFATE,313.41,313.41,194.65,194.65,30.0,27.0
77646-923-76,1,HYDROCODONE BITARTRATE ER,1327.24,1327.24,1027.72,1027.72,60.0,74.0
77668-265-30,1,OLANZAPINE-FLUOXETINE HCL,203.75,203.75,173.24,173.24,30.0,34.0
77757-385-45,1,AMPICILLIN TRIHYDRATE,355.75,355.75,294.98,294.98,30.0,26.0
77762-620-56,1,ZERBAXA,518.19,518.19,414.54,414.54,30.0,33.0
77786-925-29,1,CEFTIBUTEN,611.31,611.31,-454.17,454.17,30.0,34.0
77843-870-15,1,FURADANTIN,40.44,40.44,24.65,24.65,90.0,115.0
77850-397-61,1,LORCET HD,266.09,266.09,163.4,163.4,60.0,83.0
77856-816-58,1,RISPERDAL,676.69,676.69,609.32,609.32,90.0,81.0
77868-891-44,1,PENICILLIN V POTASSIUM,2030.7,2030.7,1609.34,1609.34,90.0,84.0
77880-697-31,1,HALOPERIDOL DECANOATE,203.94,203.94,182.48,182.48,90.0,86.0
77921-446-86,1,CLINDAMYCIN-0.9% NACL,165.77,165.77,131.25,131.25,90.0,119.0
77966-394-55,1,MEPERITAB,344.8,344.8,248.0,248.0,30.0,38.0
77997-133-83,1,CLEOCIN PHOSPHATE,59.44,59.44,48.3,48.3,30.0,25.0
78015-192-31,1,TINDAMAX,212.77,212.77,130.65,130.65,30.0,43.0
78101-928-11,1,BUTRANS,1638.62,1638.62,1403.59,1403.59,90.0,108.0
78165-801-47,1,BIAXIN XL,244.14,244.14,211.66,211.66,30.0,44.0
78244-428-85,1,VANCOMYCIN,1313.81,1313.81,935.08,935.08,60.0,69.0
78256-422-13,1,TRAMADOL HCL-ACETAMINOPHEN,185.43,185.43,151.45,151.45,30.0,26.0
78314-668-65,1,CEFDITOREN PIVOXIL,449.96,449.96,312.93,312.93,30.0,33.0
78323-260-16,1,CEFEPIME,729.24,729.24,543.19,543.19,30.0,35.0
78429-982-17,1,MAXIPIME,177.08,177.08,111.34,111.34,30.0,43.0
78468-380-39,1,INVEGA HAFYERA,96.03,96.03,78.85,78.85,60.0,53.0
78486-369-13,1,CIPROFLOXACIN HCL,680.17,680.17,632.54,632.54,30.0,39.0
78510-597-41,1,CIPROFLOXACIN-D5W,233.22,233.22,206.05,206.05,90.0,102.0
78519-736-72,1,BICILLIN L-A,2410.22,2410.22,1913.25,1913.25,90.0,105.0
78558-684-95,1,DAPTOMYCIN,809.26,809.26,561.95,561.95,30.0,41.0
78597-460-97,1,CEFTAZIDIME,2511.2,2511.2,1667.33,1667.33,90.0,115.0
78666-781-33,1,CLEOCIN HCL,466.88,466.88,351.41,351.41,30.0,43.0
78673-585-27,1,MAXIDONE,133.81,133.81,112.72,112.72,30.0,42.0
78680-789-66,1,LORCET,594.45,594.45,473.19,473.19,30.0,27.0
78685-949-92,1,THIORIDAZINE HCL,2741.59,2741.59,2454.54,2454.54,90.0,112.0
78715-863-63,1,AMPICILLIN TRIHYDRATE,1160.44,1160.44,911.63,911.63,60.0,60.0
78765-295-40,1,ARYMO ER,802.98,802.98,536.42,536.42,30.0,43.0
78787-686-38,1,VABOMERE,600.44,600.44,381.96,381.96,30.0,29.0
78799-435-73,1,ZINACEF,542.18,542.18,396.89,396.89,60.0,63.0
78858-510-43,1,FACTIVE,365.17,365.17,269.78,269.78,60.0,58.0
78888-407-97,1,DURAGESIC,1845.58,1845.58,1384.75,1384.75,90.0,75.0
78902-904-49,1,QUETIAPINE FUMARATE,1065.03,1065.03,1005.29,1005.29,90.0,110.0
78939-915-16,1,MOLINDONE HCL,603.34,603.34,391.57,391.57,30.0,37.0
78948-862-35,1,CEFTAZIDIME,575.72,575.72,430.04,430.04,30.0,33.0
78955-515-32,1,HYCET,789.17,789.17,502.27,502.27,90.0,88.0
79018-338-90,1,BUTALB-ACETAMINOPH-CAFF-CODEIN,189.88,189.88,121.66,121.66,30.0,41.0
79038-836-92,1,THIOTHIXENE,52.89,52.89,44.32,44.32,30.0,34.0
79089-660-80,1,ROXYBOND,148.42,148.42,131.82,131.82,30.0,33.0
79094-663-73,1,NUCYNTA ER,292.98,292.98,254.22,254.22,30.0,26.0
79116-165-69,1,PENICILLIN G SODIUM,225.0,225.0,201.38,201.38,30.0,31.0
79129-344-76,1,INVEGA TRINZA,49860.0984408984,49860.0984408984,828.71,828.71,30.0,39.0
79141-867-43,1,DOXYCYCLINE HYCLATE,693.34,693.34,608.21,608.21,30.0,41.0
79160-395-65,1,RISPERIDONE ODT,942.96,942.96,690.13,690.13,30.0,38.0
79204-267-91,1,VIBRAMYCIN,346.25,346.25,220.01,220.01,30.0,24.0
79229-661-86,1,QUETIAPINE FUMARATE,577.94,577.94,410.35,410.35,30.0,42.0
79246-273-54,1,MINOLIRA ER,1961.77,1961.77,1265.11,1265.11,90.0,107.0
79254-100-58,1,REXULTI,371.62,371.62,240.03,240.03,30.0,36.0
79326-765-55,1,ZOHYDRO ER,518.58,518.58,477.59,477.59,30.0,37.0
79371-389-84,1,OXYCODONE-ACETAMINOPHEN,259.75,259.75,234.23,234.23,30.0,25.0
79382-109-12,1,SOLOSEC,395.13,395.13,369.75,369.75,60.0,89.0
79423-219-71,1,TREZIX,47.73,47.73,42.97,42.97,30.0,28.0
79463-544-52,1,EXALGO,641.72,641.72,553.65,553.65,30.0,36.0
79509-759-96,1,CHLORPROMAZINE HCL,185.87,185.87,165.8,165.8,30.0,40.0
79539-984-21,1,ROXICET,380.02,380.02,336.0,336.0,30.0,39.0
79579-404-70,1,XERAVA,229.25,229.25,139.71,139.71,60.0,66.0
79641-336-81,1,CLARITHROMYCIN,201.4,201.4,187.97,187.97,30.0,25.0
79708-385-12,1,HYDROCODONE BIT-IBUPROFEN,1063.25,1063.25,846.41,846.41,60.0,81.0
79756-483-84,1,VABOMERE,586.27,586.27,459.44,459.44,30.0,28.0
79787-267-86,1,ULTRAM,880.12,880.12,544.17,544.17,30.0,36.0
79836-953-60,1,NEOMYCIN SULFATE,379.75,379.75,349.33,349.33,30.0,32.0
79945-121-49,1,AEMCOLO,830.73,830.73,596.85,596.85,30.0,43.0
80087-464-87,1,CIPROFLOXACIN,170.67,170.67,122.88,122.88,30.0,35.0
80114-548-43,1,CEFTRIAXONE,1349.02,1349.02,835.41,835.41,60.0,66.0
80146-789-61,1,CLOZAPINE,791.05,791.05,632.26,632.26,30.0,32.0
80208-683-58,1,AMOXICILLIN-CLAVULANATE POT ER,1121.66,1121.66,1039.14,1039.14,60.0,51.0
80208-941-56,1,MEPERITAB,969.84,969.84,839.48,839.48,60.0,75.0
80264-306-79,1,ROCEPHIN,813.48,813.48,735.62,735.62,60.0,67.0
80300-612-26,1,BUTORPHANOL TARTRATE,425.01,425.01,317.38,317.38,30.0,24.0
80324-411-28,1,AMOX TR-POTASSIUM CLAVULANATE,135.29,135.29,113.09,113.09,30.0,37.0
80333-105-26,1,CEFOTETAN,462.31,462.31,379.23,379.23,30.0,42.0
80398-915-89,1,DORIPENEM,1357.94,1357.94,2042.64,1188.49,60.0,76.0
80584-261-44,1,MONODOX,117.38,117.38,104.42,104.42,90.0,103.0
80741-352-83,1,FOSFOMYCIN TROMETHAMINE,969.6,969.6,608.34,608.34,60.0,48.0
80854-184-96,1,CEFEPIME-DEXTROSE,553.77,553.77,364.3,364.3,30.0,44.0
80890-203-91,1,BUPRENORPHINE HCL,616.8,616.8,439.03,439.03,30.0,42.0
80907-605-46,1,HALOPERIDOL LACTATE,347.74,347.74,300.81,300.81,30.0,38.0
80908-286-22,1,PIPERACILLIN-TAZOBACTAM,1300.08,1300.08,984.29,984.29,60.0,56.0
80940-145-23,1,NAFCILLIN SODIUM,952.98,952.98,807.36,807.36,30.0,41.0
80966-784-97,1,TREZIX,619.72,619.72,576.25,576.25,30.0,29.0
80977-952-27,1,CEFOXITIN,244.58,244.58,196.87,196.87,30.0,28.0
80979-988-69,1,LEVAQUIN,267.09,267.09,200.29,200.29,60.0,71.0
80999-489-13,1,VERSACLOZ,900.08,900.08,757.63,757.63,30.0,39.0
81004-200-45,1,HYDROCODONE-ACETAMINOPHEN,1924.04,1924.04,1486.58,1486.58,90.0,101.0
81018-173-12,1,LINEZOLID,77.99,77.99,66.05,66.05,30.0,37.0
81070-402-83,1,AZACTAM-ISO-OSMOTIC DEXTROSE,822.35,822.35,694.94,694.94,30.0,40.0
81120-848-34,1,AUGMENTIN,1276.4,1276.4,1066.31,1066.31,90.0,124.0
81126-744-29,1,RISPERDAL M-TAB,306.04,306.04,221.41,221.41,60.0,52.0
81135-994-63,1,KIMYRSA,159.87,159.87,96.33,96.33,30.0,34.0
81213-525-65,1,MS CONTIN,33.48,33.48,25.7,25.7,30.0,39.0
81268-963-35,1,FORTAZ,1207.0,1207.0,879.76,879.76,60.0,54.0
81279-720-94,1,CODEINE SULFATE,290.89,290.89,258.06,258.06,30.0,26.0
81291-261-33,1,SEPTRA DS,476.8,476.8,292.82,292.82,30.0,30.0
81355-882-45,1,OLANZAPINE,483.83,483.83,360.86,360.86,30.0,41.0
81369-332-29,1,ABILIFY DISCMELT,532.08,532.08,500.38,500.38,60.0,52.0
81410-192-49,1,LYBALVI,529.23,529.23,342.86,342.86,30.0,24.0
81414-960-12,1,CLOZAPINE ODT,399.33,399.33,265.6,265.6,30.0,30.0
81427-847-14,1,HALOPERIDOL LACTATE,156.94,156.94,128.8,128.8,60.0,64.0
81498-402-61,1,LEVORPHANOL TARTRATE,892.74,892.74,708.14,708.14,60.0,62.0
81498-884-88,1,TOBI,188.55,188.55,116.66,116.66,90.0,102.0
81579-552-69,1,MINOCIN,846.23,846.23,780.31,780.31,30.0,42.0
81589-723-25,1,ARYMO ER,1241.92,1241.92,1111.28,1111.28,60.0,52.0
81605-395-97,1,LEVOFLOXACIN-D5W,216.85,216.85,159.22,159.22,30.0,34.0
81637-695-57,1,XIFAXAN,1513.64,1513.64,1426.62,1426.62,90.0,110.0
81642-400-42,1,TRAMADOL HCL ER,785.23,785.23,587.19,587.19,30.0,39.0
81701-748-77,1,MOLINDONE HCL,134.22,134.22,88.33,88.33,30.0,38.0
81779-395-94,1,SEGLENTIS,198.72,198.72,123.7,123.7,30.0,27.0
81789-972-60,1,MINOCIN,704.16,704.16,633.2,633.2,60.0,76.0
81794-783-11,1,OLANZAPINE-FLUOXETINE HCL,400.64,400.64,319.24,319.24,30.0,28.0
81804-346-46,1,DIFICID,485.43,485.43,423.31,423.31,30.0,35.0
81805-852-17,1,ABSTRAL,631.94,631.94,501.31,501.31,30.0,41.0
81830-736-89,1,CEFOTETAN,358.72,358.72,281.39,281.39,30.0,42.0
81905-839-81,1,AZACTAM-ISO-OSMOTIC DEXTROSE,1933.23,1933.23,1247.42,1247.42,90.0,97.0
81950-427-91,1,TOBI,799.32,799.32,639.68,639.68,30.0,35.0
82072-893-95,1,VABOMERE,619.04,619.04,551.45,551.45,30.0,26.0
82074-173-72,1,AVELOX IV,147.2,147.2,89.46,89.46,30.0,25.0
82087-878-27,1,DISKETS,181.83,181.83,158.17,158.17,30.0,26.0
82107-302-57,1,CEFUROXIME,797.26,797.26,525.94,525.94,30.0,36.0
82113-581-35,1,ZOLVIT,341.46,341.46,281.87,281.87,30.0,32.0
82114-940-49,1,AVELOX ABC PACK,1679.86,1679.86,1366.67,1366.67,60.0,77.0
82130-410-89,1,CEFIXIME,457.56,457.56,337.72,337.72,30.0,25.0
82240-821-68,1,CLINDAMYCIN (PEDIATRIC),985.71,985.71,855.79,855.79,60.0,72.0
82242-925-14,1,CEFOTAXIME SODIUM,1080.61,1080.61,725.8,725.8,30.0,44.0
82299-143-22,1,REPREXAIN,668.13,668.13,516.88,516.88,30.0,40.0
82299-746-63,1,CAPLYTA,223.38,223.38,194.02,194.02,30.0,38.0
82336-173-31,1,CEFOXITIN SODIUM,301.22,301.22,202.53,202.53,30.0,28.0
82354-686-55,1,HALDOL DECANOATE 50,1187.22,1187.22,1048.53,1048.53,90.0,117.0
82384-248-54,1,IBUDONE,1968.49,1968.49,1686.77,1686.77,60.0,88.0
82392-289-65,1,CEFOTAN,15.47,15.47,9.82,9.82,30.0,25.0
82396-803-32,1,MOXIFLOXACIN HCL,1176.0,1176.0,988.28,988.28,90.0,104.0
82429-193-64,1,CIPRO,112.37,112.37,69.56,69.56,30.0,40.0
82486-929-62,1,PERCODAN,476.13,476.13,393.08,393.08,60.0,90.0
82517-441-46,1,PALIPERIDONE ER,196.83,196.83,145.09,145.09,30.0,38.0
82525-556-72,1,BACTRIM,805.38,805.38,630.6,630.6,30.0,41.0
82533-808-94,1,MONODOX,706.19,706.19,608.0,608.0,30.0,38.0
82536-616-17,1,ZYPREXA,1160.21,1160.21,771.72,771.72,60.0,51.0
82547-859-74,1,MAXIDONE,675.68,675.68,462.66,462.66,90.0,77.0
82568-692-13,1,REXULTI,309.54,309.54,280.29,280.29,30.0,30.0
82577-807-19,1,HYCET,445.85,445.85,375.96,375.96,30.0,34.0
82658-913-27,1,MORPHINE SULFATE ER,801.57,801.57,515.87,515.87,30.0,40.0
82659-581-95,1,MOXIFLOXACIN HCL,1109.36,1109.36,1041.52,1041.52,30.0,45.0
82683-790-48,1,ZIPRASIDONE HCL,177.92,177.92,110.16,110.16,60.0,72.0
82691-683-32,1,ABSTRAL,617.33,617.33,415.22,415.22,30.0,40.0
82700-460-26,1,PENICILLIN G SODIUM,947.07,947.07,856.68,856.68,60.0,52.0
82712-464-65,1,TRIMETHOPRIM,427.45,427.45,384.45,384.45,30.0,43.0
82775-200-88,1,ENDOCET,107.69,107.69,82.11,82.11,30.0,25.0
82838-499-70,1,CONZIP,1815.64,1815.64,1148.22,1148.22,90.0,82.0
82852-996-12,1,VANCOMYCIN HCL,691.09,691.09,453.01,453.01,30.0,43.0
82920-840-39,1,MOLINDONE HCL,631.05,631.05,551.92,551.92,90.0,102.0
82981-789-67,1,CEFEPIME-DEXTROSE,2680.57,2680.57,2018.63,2018.63,90.0,110.0
83091-201-39,1,CEFEPIME,1403.43,1403.43,947.14,947.14,90.0,73.0
83109-453-39,1,PROLATE,481.69,481.69,359.1,359.1,30.0,31.0
83157-116-72,1,TRAMADOL HCL-ACETAMINOPHEN,241.43,241.43,154.86,154.86,30.0,26.0
83169-568-75,1,E.E.S. 400,398.54,398.54,245.6,245.6,30.0,36.0
83211-281-75,1,SEROQUEL,420.03,420.03,380.86,380.86,60.0,53.0
83212-943-97,1,PERSERIS,780.17,780.17,521.36,521.36,90.0,73.0
83259-311-36,1,PENICILLIN G SODIUM,207.22,207.22,156.6,156.6,30.0,31.0
83285-540-42,1,LINEZOLID-0.9% NACL,37.5,37.5,30.42,30.42,30.0,26.0
83287-122-22,1,PERSERIS,104.1,104.1,65.17,65.17,30.0,29.0
83312-350-73,1,RYBIX ODT,216.43,216.43,192.41,192.41,30.0,39.0
83319-486-28,1,LORCET HD,15.84,15.84,14.21,14.21,30.0,30.0
83353-426-81,1,CEFTRIAXONE,805.08,805.08,642.37,642.37,60.0,48.0
83520-978-78,1,CEFEPIME-DEXTROSE,206.55,206.55,156.15,156.15,30.0,39.0
83556-218-44,1,FLAGYL ER,213.82,213.82,137.59,137.59,30.0,37.0
83561-578-34,1,FIORINAL WITH CODEINE #3,357.19,357.19,278.79,278.79,30.0,28.0
83582-829-92,1,UNASYN,640.4,640.4,389.14,389.14,60.0,50.0
83607-745-60,1,SPECTRACEF,681.86,681.86,485.01,485.01,60.0,78.0
83629-510-29,1,SEROQUEL,720.11,720.11,666.08,666.08,30.0,34.0
83635-831-31,1,FENTANYL CITRATE,860.75,860.75,642.76,642.76,90.0,117.0
83701-836-37,1,AVYCAZ,265.09,265.09,184.09,184.09,30.0,35.0
83707-630-65,1,NITROFURANTOIN,688.8,688.8,435.77,435.77,30.0,29.0
83756-872-90,1,TETRACYCLINE HCL,2016.33,2016.33,1251.91,1251.91,90.0,102.0
83761-155-52,1,LEVAQUIN,825.5,825.5,529.84,529.84,60.0,67.0
83764-192-40,1,CLARITHROMYCIN,247.89,247.89,198.81,198.81,30.0,44.0
83779-223-33,1,TINIDAZOLE,1926.42,1926.42,1455.71,1455.71,90.0,94.0
83785-182-37,1,ASPIRIN-CAFFEINE-DIHYDROCODEIN,1102.92,1102.92,809.46,809.46,60.0,52.0
83835-499-37,1,VICODIN HP,168.78,168.78,149.72,149.72,60.0,76.0
83898-256-52,1,VANCOMYCIN HCL-D5W,768.77,768.77,474.67,474.67,60.0,84.0
83904-569-91,1,METHADOSE,175.17,175.17,137.51,137.51,30.0,26.0
83933-451-43,1,OLANZAPINE,852.08,852.08,668.68,668.68,60.0,54.0
83934-814-19,1,MINOCYCLINE HCL ER,2414.44,2414.44,1749.46,1749.46,90.0,102.0
83938-103-71,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,445.76,445.76,295.39,295.39,60.0,54.0
83954-266-72,1,CEFIXIME,896.13,896.13,791.55,791.55,60.0,85.0
83959-154-82,1,PENICILLIN G POTASSIUM,687.45,687.45,614.93,614.93,30.0,38.0
83974-980-34,1,ZYPREXA RELPREVV,2044.53,2044.53,1558.84,1558.84,90.0,100.0
84127-689-13,1,SOLODYN,98.39,98.39,83.91,83.91,30.0,28.0
84134-804-24,1,ZIPRASIDONE MESYLATE,169.3,169.3,118.66,118.66,30.0,25.0
84167-531-63,1,HYDROCODONE-IBUPROFEN,1696.2,1696.2,1552.44,1552.44,90.0,131.0
84214-913-32,1,CEFAZOLIN SODIUM-DEXTROSE,1166.41,1166.41,797.23,797.23,60.0,89.0
84235-779-26,1,ABILIFY,746.53,746.53,562.35,562.35,30.0,38.0
84238-693-76,1,TARGADOX,770.69,770.69,632.89,632.89,60.0,71.0
84238-717-93,1,ZYPREXA RELPREVV,737.47,737.47,643.81,643.81,60.0,67.0
84266-826-80,1,GEODON,930.0,930.0,652.51,652.51,60.0,81.0
84274-537-94,1,OXACILLIN,224.55,224.55,145.52,145.52,30.0,31.0
84276-533-29,1,HYDROCODONE-ACETAMINOPHEN,578.19,578.19,382.06,382.06,30.0,29.0
84284-338-49,1,ROXICET,446.2,446.2,378.56,378.56,30.0,24.0
84292-256-85,1,ZIPRASIDONE HCL,946.89,946.89,768.67,768.67,30.0,38.0
84357-331-73,1,CLINDAMYCIN PALMITATE HCL,107.34,107.34,65.08,65.08,30.0,27.0
84400-915-53,1,CEFUROXIME,150.67,150.67,108.75,108.75,90.0,124.0
84439-329-43,1,CEFOTETAN & DEXTROSE,896.73,896.73,569.53,569.53,30.0,38.0
84474-520-46,1,BIAXIN XL,500.71,500.71,463.13,463.13,30.0,33.0
84492-212-35,1,QUETIAPINE FUMARATE,50.94,50.94,37.33,37.33,90.0,110.0
84493-753-58,1,CLINDAMYCIN PHOSPHATE-D5W,210660.757757569,210660.757757569,1762.59,1762.59,90.0,103.0
84499-938-67,1,METHADONE HCL,205.81,205.81,158.66,158.66,30.0,31.0
84540-574-51,1,NUPLAZID,528.01,528.01,459.36,459.36,30.0,25.0
84546-167-51,1,VIBATIV,391.03,391.03,339.43,339.43,30.0,26.0
84559-900-40,1,CEFIXIME,262.46,262.46,244.65,244.65,30.0,27.0
84582-316-47,1,LEVAQUIN,326.56,326.56,284.08,284.08,30.0,43.0
84600-946-60,1,MOXIFLOXACIN,1634.61,1634.61,1196.12,1196.12,90.0,80.0
84603-696-94,1,SULFAMETHOXAZOLE-TRIMETHOPRIM,346.2,346.2,243.59,243.59,30.0,27.0
84616-750-74,1,CEFDITOREN PIVOXIL,1680.67,1680.67,1576.96,1576.96,60.0,81.0
84677-796-44,1,CEFDINIR,911.85,911.85,684.21,684.21,30.0,37.0
84679-143-11,1,FORTAZ IN ISO-OSMOTIC DEXTROSE,502.99,502.99,318.04,318.04,30.0,35.0
84680-614-44,1,XTAMPZA ER,93.68,93.68,80.62,80.62,30.0,45.0
84680-667-45,1,NUCYNTA ER,1934.89,1934.89,1606.67,1606.67,90.0,110.0
84711-524-44,1,CIPRO,33.96,33.96,24.14,24.14,30.0,33.0
84737-651-10,1,ULTRACET,451.13,451.13,293.49,293.49,60.0,50.0
84737-980-54,1,ULTRAM ER,1040.12,1040.12,732.43,732.43,30.0,44.0
84750-384-23,1,OXYCODONE HCL-ASPIRIN,448.71,448.71,313.53,313.53,30.0,32.0
84792-747-17,1,DIHYDROCODEIN-ACETAMINOPH-CAFF,639.72,639.72,480.25,480.25,30.0,44.0
84828-143-70,1,OXYCODONE CONCENTRATE,435.53,435.53,394.66,394.66,30.0,33.0
84861-702-28,1,BICILLIN C-R,568.14,568.14,539.59,539.59,90.0,76.0
84884-982-75,1,CEFTAZIDIME,799.04,799.04,636.02,636.02,60.0,61.0
84897-296-91,1,CEFTIBUTEN,83.4,83.4,59.78,59.78,30.0,29.0
84939-210-93,1,BIAXIN,773.48,773.48,717.59,717.59,90.0,72.0
84949-712-50,1,LURASIDONE HCL,882.42,882.42,776.35,776.35,90.0,89.0
84955-629-39,1,UNASYN,396.44,396.44,245.41,245.41,30.0,42.0
84997-664-84,1,SEROQUEL XR,560.53,560.53,463.94,463.94,30.0,44.0
85003-351-47,1,CONZIP,732.72,732.72,666.28,666.28,30.0,36.0
85009-114-11,1,ASENAPINE MALEATE,452.0,452.0,402.72,402.72,60.0,52.0
85084-330-63,1,MS CONTIN,460.85,460.85,399.94,399.94,90.0,121.0
85101-588-54,1,ZIPRASIDONE HCL,298.76,298.76,217.05,217.05,30.0,34.0
85113-181-27,1,SEGLENTIS,254.63,254.63,196.4,196.4,60.0,57.0
85117-148-94,1,PERPHENAZINE-AMITRIPTYLINE,357.99,357.99,323.78,323.78,30.0,44.0
85117-168-53,1,TRAMADOL HCL-ACETAMINOPHEN,1658.84,1658.84,1454.67,1454.67,60.0,82.0
85131-698-52,1,BICILLIN C-R,1075.03,1075.03,711.8,711.8,60.0,54.0
85141-885-59,1,MINOCIN,622.43,622.43,499.47,499.47,30.0,36.0
85249-903-16,1,HYDROCODONE-IBUPROFEN,707.92,707.92,460.75,460.75,30.0,42.0
85375-864-36,1,PENTAZOCINE-NALOXONE HCL,214.95,214.95,167.09,167.09,60.0,58.0
85458-830-87,1,VICODIN,704.68,704.68,620.56,620.56,30.0,35.0
85532-237-20,1,THIORIDAZINE HCL,63340.2767805248,63340.2767805248,610.28,610.28,60.0,57.0
85545-203-39,1,FLUPHENAZINE DECANOATE,187.65,187.65,137.98,137.98,60.0,49.0
85597-276-19,1,SIVEXTRO,283.42,283.42,238.92,238.92,30.0,27.0
85606-560-69,1,FIORINAL WITH CODEINE #3,147.53,147.53,106.23,106.23,30.0,33.0
85627-951-62,1,FENTANYL CITRATE,1230.95,1230.95,934.59,934.59,60.0,81.0
85666-110-61,1,METRO IV,466.06,466.06,335.62,335.62,90.0,107.0
85748-456-26,1,ENDODAN,552.79,552.79,478.99,478.99,30.0,33.0
85838-589-85,1,NUZYRA,1697.7,1697.7,1491.14,1491.14,60.0,75.0
85862-376-83,1,HYDROCODONE-ACETAMINOPHEN,187.4,187.4,134.28,134.28,60.0,68.0
85864-231-63,1,CEFTIN,19.06,19.06,13.74,13.74,60.0,54.0
85885-696-65,1,RISPERIDONE ODT,590.52,590.52,405.76,405.76,60.0,69.0
85950-475-38,1,DORYX,116827.854941691,116827.854941691,944.0,944.0,60.0,56.0
85971-100-59,1,MINOCIN,374.65,374.65,255.0,255.0,30.0,26.0
85977-696-57,1,SOLOSEC,1995.28,1995.28,1484.57,1484.57,60.0,85.0
86060-499-97,1,HALDOL,406.0,406.0,282.47,282.47,30.0,32.0
86066-426-48,1,ABILIFY ASIMTUFII,1271.04,1271.04,1168.67,1168.67,60.0,78.0
86086-416-71,1,CAPLYTA,71.95,71.95,50.68,50.68,90.0,120.0
86131-744-60,1,ZYPREXA ZYDIS,997.09,997.09,818.91,818.91,30.0,41.0
86143-808-89,1,CUBICIN,112.2,112.2,79.09,79.09,30.0,27.0
86147-536-24,1,LEVOFLOXACIN-D5W,604.55,604.55,418.58,418.58,30.0,30.0
86176-305-12,1,CHLORPROMAZINE HCL,1008.67,1008.67,737.69,737.69,60.0,52.0
86179-876-93,1,TRIFLUOPERAZINE HCL,1252.49,1252.49,863.86,863.86,60.0,59.0
86216-362-42,1,DURAGESIC,390.1,390.1,304.04,304.04,30.0,26.0
86232-230-53,1,XYLON 10,37.26,37.26,25.91,25.91,30.0,39.0
86286-605-19,1,RECARBRIO,1290.4,1290.4,845.03,845.03,60.0,52.0
86350-367-98,1,CUBICIN,341.77,341.77,243.68,243.68,90.0,113.0
86350-814-52,1,TRIFLUOPERAZINE HCL,1032.77,1032.77,719.57,719.57,60.0,57.0
86495-785-20,1,CLOZAPINE ODT,58.21,58.21,54.7,54.7,30.0,27.0
86514-463-89,1,LOXAPINE,347.14,347.14,299.38,299.38,30.0,28.0
86522-819-73,1,BIAXIN,404.46,404.46,336.44,336.44,30.0,41.0
86528-744-72,1,EMBEDA,666.9,666.9,611.14,611.14,90.0,98.0
