Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors
1746197988,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.46,1.46,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1801853979,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.46,1.46,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1899614341,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.46,1.46,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1312544528,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.45,1.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1455799486,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.45,1.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1712209410,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.45,1.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1933531164,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.45,1.45,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1212632459,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.44,1.44,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1531489157,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.44,1.44,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1645699327,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.44,1.44,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1893664579,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.44,1.44,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1508472804,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.43,1.43,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1655977898,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.43,1.43,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1746785973,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.43,1.43,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1367194602,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.42,1.42,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1760695770,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.42,1.42,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1184414583,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.41,1.41,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1184670549,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.41,1.41,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1231235520,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.41,1.41,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1294230576,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.41,1.41,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1337969309,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.41,1.41,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1127714674,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.4,1.4,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1154625606,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.4,1.4,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1319286121,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.4,1.4,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1783986076,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.4,1.4,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1548306343,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.39,1.39,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1754115733,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.39,1.39,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1305140462,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.38,1.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1496546372,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.38,1.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1769025222,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.38,1.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1885535284,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.38,1.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1911923804,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.38,1.38,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1272187643,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.37,1.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1314826737,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.37,1.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1383146136,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.37,1.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1437785351,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.37,1.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1736877541,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.37,1.37,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1407900343,MEDICAL_CLAIM,3,0,0.0,0,0,0,0,0,1.36,3.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1092694492,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.36,1.36,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1280770699,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.36,1.36,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1521780822,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.35,1.35,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1777266946,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.35,1.35,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1921064215,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.35,1.35,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1978324630,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.35,1.35,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1649509514,MEDICAL_CLAIM,2,0,0.0,0,0,0,0,0,1.34,2.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1134121175,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.34,1.34,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1457330744,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.34,1.34,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1480176236,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.34,1.34,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1669911764,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.34,1.34,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1768885063,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.34,1.34,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1986259590,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.34,1.34,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1033210166,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.33,1.33,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1129971212,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.33,1.33,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1274572249,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.33,1.33,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1308620659,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.33,1.33,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1776127562,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.33,1.33,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1156074017,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.32,1.32,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1223626622,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.32,1.32,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1285630533,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.32,1.32,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1550946351,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.32,1.32,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1281470657,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.31,1.31,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1387774917,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.31,1.31,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1548398316,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.31,1.31,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1727690159,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.31,1.31,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1033618616,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.3,1.3,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1623213680,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.3,1.3,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1923531107,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.3,1.3,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1463341526,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.29,1.29,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1939675032,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.29,1.29,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1083685986,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.28,1.28,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1189680961,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.28,1.28,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1360153305,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.28,1.28,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1394895033,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.28,1.28,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1632720472,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.28,1.28,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1387992204,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.27,1.27,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1511593927,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.27,1.27,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1549575538,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.27,1.27,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1811196798,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.27,1.27,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1328751408,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.26,1.26,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1377835065,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.26,1.26,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1839204557,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.26,1.26,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1629102819,MEDICAL_CLAIM,2,0,0.0,0,0,0,0,0,1.25,2.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1142660464,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.25,1.25,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1227412130,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.25,1.25,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1242116789,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.25,1.25,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1406371146,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.25,1.25,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1768330466,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.25,1.25,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1802160976,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.25,1.25,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1443304913,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.24,1.24,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1575416817,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.24,1.24,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1746739369,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.24,1.24,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1759100793,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.24,1.24,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1816977047,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.24,1.24,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1679686992,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.23,1.23,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1706863388,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.23,1.23,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1780027025,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.23,1.23,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1917489072,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.23,1.23,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1102584791,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.22,1.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1438204819,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.22,1.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1576838031,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.22,1.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1723747992,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.22,1.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1776348138,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.22,1.22,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1000377508,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.21,1.21,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1952651713,MEDICAL_CLAIM,2,0,0.0,0,0,0,0,0,1.2,1.83,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1105727081,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.2,1.2,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1747003145,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.2,1.2,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1917799940,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.2,1.2,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1043512023,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.19,1.19,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1252185927,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.19,1.19,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1623431707,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.19,1.19,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1648899914,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.19,1.19,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1816566619,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.19,1.19,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1015946165,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.18,1.18,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1781853319,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.18,1.18,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1021638750,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1068389332,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1175098788,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1284273713,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1393338057,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1417011487,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1746458999,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1839797794,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1951030216,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1973017056,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.17,1.17,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1679124010,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.16,1.16,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1764002206,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.16,1.16,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1841445901,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.16,1.16,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1186304767,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.15,1.15,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1837958790,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.15,1.15,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1041286212,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.14,1.14,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1131822436,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.13,1.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1197317486,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.13,1.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1611755164,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.13,1.13,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1831296052,MEDICAL_CLAIM,2,0,0.0,0,0,0,0,0,1.12,1.47,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1084166147,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.12,1.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1124272547,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.12,1.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1195962523,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.12,1.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1594367619,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.12,1.12,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1089854180,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.11,1.11,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1097752728,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.11,1.11,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1134736879,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.11,1.11,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1759641270,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.11,1.11,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1120681558,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.1,1.1,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1225645386,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.1,1.1,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1370875520,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.1,1.1,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1750566386,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.1,1.1,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1206213670,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.09,1.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1614796331,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.09,1.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1806985428,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.09,1.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1811025333,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.09,1.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1884470911,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.09,1.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1972731800,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.09,1.09,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1146272204,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.08,1.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1402538974,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.08,1.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1437708237,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.08,1.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1707948594,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.08,1.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1990345887,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.08,1.08,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1189788480,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.07,1.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1604111636,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.07,1.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1606885981,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.07,1.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1811123664,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,1.07,1.07,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1013417525,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.06,1.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1452823735,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.06,1.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1476792698,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.06,1.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1730188865,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.06,1.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1810657183,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.06,1.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1906428721,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.06,1.06,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1216005435,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.04,1.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1472041142,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.04,1.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1517306399,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.04,1.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1649959640,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.04,1.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1975234047,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.04,1.04,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1140736006,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.03,1.03,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1245160607,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.03,1.03,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1847627537,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.03,1.03,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1913194655,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.03,1.03,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1915064333,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.03,1.03,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1099070445,PRIOR_AUTH,1,0,0.0,0,0,0,0,0,1.02,1.02,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1540604554,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.02,1.02,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1686531837,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.02,1.02,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
1115639127,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,1.01,1.01,0.0,LOW-RISK PROVIDER,NORMAL,Normal claim patterns
