Provider_NPI,Predominant_Record_Type,Total_Records,Flagged_Records,Flagged_Record_Percentage,ML_Anomaly_Count,Statistical_Anomaly_Count,Rule_Violation_Count,Consensus_Level_2_Count,Consensus_Level_3_Count,High_Risk_Record_Count,Critical_Risk_Record_Count,Average_Risk_Score,Maximum_Risk_Score,Denial_Rate_Percentage,Provider_Risk_Level,Provider_Status,Primary_Risk_Factors,Provider_Explanation
1385052747,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.8,14.8,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1385052747 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1422061538,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.79,14.79,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1422061538 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1767034959,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.79,14.79,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1767034959 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1166509310,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.78,14.78,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1166509310 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1661888676,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.77,14.77,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1661888676 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1014244996,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.75,14.75,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1014244996 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1068390369,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.75,14.75,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1068390369 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1599484187,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.74,14.74,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1599484187 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1754738074,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.74,14.74,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1754738074 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1076422979,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.73,14.73,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1076422979 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1984276725,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.73,14.73,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1984276725 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1091331402,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.71,14.71,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1091331402 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1284435513,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.71,14.71,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1284435513 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1475065908,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.69,14.69,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1475065908 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1639760804,MEDICAL_CLAIM,3,1,33.33,0,0,1,0,0,0,0,14.68,33.62,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,33.3% flagged records,"Provider NPI 1639760804 submitted 3 claims, of which 1 (33.3%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 33.3% exceeds 10%. Pattern-level investigation is recommended."
1336583004,MEDICAL_CLAIM,2,0,0.0,0,0,1,0,0,0,0,14.68,24.54,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1336583004 submitted 2 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1207234434,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.68,14.68,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1207234434 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1639693492,MEDICAL_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.68,14.68,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1639693492 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1938879236,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.68,14.68,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1938879236 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1424629502,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.67,14.67,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1424629502 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1740513928,MEDICAL_CLAIM,6,1,16.67,0,0,3,0,0,0,0,14.66,26.68,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,16.7% flagged records,"Provider NPI 1740513928 submitted 6 claims, of which 1 (16.7%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 16.7% exceeds 10%. Pattern-level investigation is recommended."
1093259681,MEDICAL_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.66,14.66,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1093259681 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1133989938,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.66,14.66,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1133989938 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1227138271,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.66,14.66,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1227138271 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1327135660,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.66,14.66,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1327135660 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1627578658,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.63,14.63,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1627578658 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1790584436,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.63,14.63,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1790584436 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1331179910,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.62,14.62,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1331179910 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1394866000,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.62,14.62,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1394866000 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1507021693,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.62,14.62,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1507021693 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1825357460,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.61,14.61,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1825357460 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1477519908,MEDICAL_CLAIM,3,0,0.0,0,1,1,0,0,0,0,14.6,22.77,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1477519908 submitted 3 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1097916765,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.59,14.59,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1097916765 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1929305453,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.58,14.58,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1929305453 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1773904570,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.57,14.57,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1773904570 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1485063898,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.56,14.56,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1485063898 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1958871398,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.56,14.56,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1958871398 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1871083725,MEDICAL_CLAIM,3,0,0.0,0,0,1,0,0,0,0,14.55,22.56,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1871083725 submitted 3 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1120134969,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.5,14.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1120134969 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1198351475,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.5,14.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1198351475 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1344881885,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.5,14.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1344881885 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1448973170,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.5,14.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1448973170 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1697296549,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.5,14.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1697296549 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1960655499,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.5,14.5,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1960655499 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1215182712,MEDICAL_CLAIM,2,1,50.0,0,0,1,0,0,0,0,14.49,28.16,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,50.0% flagged records,"Provider NPI 1215182712 submitted 2 claims, of which 1 (50.0%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 50.0% exceeds 10%. Pattern-level investigation is recommended."
1941003661,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.48,14.48,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1941003661 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1114278009,MEDICAL_CLAIM,2,0,0.0,0,0,0,0,0,0,0,14.47,23.02,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1114278009 submitted 2 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1278140635,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.47,14.47,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1278140635 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1384049598,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.47,14.47,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1384049598 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1566966931,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.47,14.47,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1566966931 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1911264960,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.47,14.47,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1911264960 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1574357812,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.46,14.46,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1574357812 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1281266355,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.45,14.45,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1281266355 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1809864944,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.44,14.44,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1809864944 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1934201100,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.43,14.43,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1934201100 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1912170457,MEDICAL_CLAIM,4,0,0.0,0,1,1,0,0,0,0,14.42,22.57,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1912170457 submitted 4 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1238027012,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.42,14.42,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1238027012 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1291738952,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.42,14.42,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1291738952 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1437303955,MEDICAL_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.42,14.42,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1437303955 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1386708154,MEDICAL_CLAIM,6,1,16.67,0,3,1,0,0,0,0,14.41,30.24,0.0,HIGH-RISK PROVIDER PATTERN,PROVIDER REQUIRING REVIEW,16.7% flagged records,"Provider NPI 1386708154 submitted 6 claims, of which 1 (16.7%) were flagged as high-risk. This provider is flagged for REVIEW because of: flagged claim proportion of 16.7% exceeds 10%. Pattern-level investigation is recommended."
1675121899,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.41,14.41,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1675121899 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1295032803,MEDICAL_CLAIM,6,0,0.0,0,3,1,0,0,0,0,14.4,22.54,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1295032803 submitted 6 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1092129424,PRIOR_AUTH,1,0,0.0,0,0,1,0,0,0,0,14.4,14.4,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1092129424 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1579883596,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.4,14.4,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1579883596 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1441312601,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.39,14.39,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1441312601 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1009952131,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.38,14.38,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1009952131 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1148174657,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.38,14.38,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1148174657 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1912801297,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.37,14.37,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1912801297 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1314250212,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.36,14.36,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1314250212 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1317270953,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.35,14.35,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1317270953 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1906550763,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.35,14.35,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1906550763 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1249474062,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.34,14.34,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1249474062 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1332485126,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.34,14.34,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1332485126 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1338025566,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.34,14.34,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1338025566 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1709922727,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.34,14.34,100.0,LOW-RISK PROVIDER PATTERN,NORMAL,Empirical claim denial rate = 100.0%,"Provider NPI 1709922727 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1524975943,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.32,14.32,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1524975943 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1094697428,PHARMACY_CLAIM,1,0,0.0,0,0,0,0,0,0,0,14.31,14.31,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1094697428 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1555732294,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.31,14.31,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1555732294 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1023920299,PHARMACY_CLAIM,1,0,0.0,0,1,0,0,0,0,0,14.3,14.3,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1023920299 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1316930602,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.29,14.29,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1316930602 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1996168773,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.28,14.28,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1996168773 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1010692368,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.27,14.27,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1010692368 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1357943111,PRIOR_AUTH,1,0,0.0,0,1,0,0,0,0,0,14.27,14.27,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1357943111 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
1127590957,PHARMACY_CLAIM,1,0,0.0,0,0,1,0,0,0,0,14.26,14.26,0.0,LOW-RISK PROVIDER PATTERN,NORMAL,No suspicious patterns identified,"Provider NPI 1127590957 submitted 1 claims, of which 0 (0.0%) were flagged as high-risk. Overall billing patterns fall within normal operational baselines. No audit review is currently recommended."
